Step,Image,Issue Type,Detection Method,Treatment,Rationale
Part 3,evoDJI_0009_frame228,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0036_frame123,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame251,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0033_frame181,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0036_frame98,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0001_frame124,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame127,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0001_frame281,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0028_frame43,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame7,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0028_frame304,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0007_frame51,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame164,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0007_frame134,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0028_frame338,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0048_frame238,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame57,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0036_frame241,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0028_frame303,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0007_frame147,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0036_frame103,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0036_frame99,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0001_frame277,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame131,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame231,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0030_frame226,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0048_frame174,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame222,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame178,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame73,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame239,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame173,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0036_frame115,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame68,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame104,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame5,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame9,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0033_frame173,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame113,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0001_frame283,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0048_frame87,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0036_frame109,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame274,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame181,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame225,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0007_frame136,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0007_frame48,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0001_frame116,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame247,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0048_frame182,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame246,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0036_frame105,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0030_frame203,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0036_frame127,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0007_frame53,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0030_frame201,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame207,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame94,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame272,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0036_frame233,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame203,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame72,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame98,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0028_frame41,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0001_frame126,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0007_frame135,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame26,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0048_frame241,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0038_frame41,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame202,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0048_frame172,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame1,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame243,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame84,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame103,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame64,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0001_frame9,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0033_frame177,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame6,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0048_frame237,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0028_frame301,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame220,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0038_frame42,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0048_frame187,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0001_frame127,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame111,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0048_frame181,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0048_frame86,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0007_frame42,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame190,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame143,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame204,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame117,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame120,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame88,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0030_frame81,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame176,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame31,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0007_frame43,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame106,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame51,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame275,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame86,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0036_frame97,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame53,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0007_frame144,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0048_frame90,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame249,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0001_frame123,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0036_frame121,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame248,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame234,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0036_frame120,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame196,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame224,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame141,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame184,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0036_frame237,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0030_frame223,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame280,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame48,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0048_frame91,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0038_frame38,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0007_frame243,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame89,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0030_frame221,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0036_frame110,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame245,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame124,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0030_frame93,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame76,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame29,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0007_frame59,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0007_frame56,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0048_frame179,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0036_frame125,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame136,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame3,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame169,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame146,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame206,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0038_frame39,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0007_frame44,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0001_frame7,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0036_frame114,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0001_frame118,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame52,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0028_frame46,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0048_frame239,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame205,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame172,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0048_frame92,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame238,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0007_frame140,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame134,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame2,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0036_frame116,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,heinola_DJI_0036_frame118,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0001_frame304,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame167,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame159,Blurry Image,Laplacian Var < 50,Flagged,Loss of 4K texture
Part 3,evoDJI_0009_frame168,AR Outlier,IQR Bounds,Flagged,AR: 1.84
Part 3,evoDJI_0009_frame148,AR Outlier,IQR Bounds,Flagged,AR: 1.56
Part 3,heinola_DJI_0030_frame39,AR Outlier,IQR Bounds,Flagged,AR: 1.89
Part 3,evoDJI_0009_frame126,AR Outlier,IQR Bounds,Flagged,AR: 1.62
Part 3,heinola_DJI_0030_frame53,AR Outlier,IQR Bounds,Flagged,AR: 2.11
Part 3,karkkila_DJI_0020_frame85,Area Outlier,Percentile Bounds,Flagged,Area: 0.9582
Part 3,evoDJI_0001_frame1,AR Outlier,IQR Bounds,Flagged,AR: 2.24
Part 3,heinola_DJI_0033_frame198,AR Outlier,IQR Bounds,Flagged,AR: 1.48
Part 3,karkkila_DJI_0008_frame75,AR Outlier,IQR Bounds,Flagged,AR: 0.31
Part 3,evoDJI_0009_frame122,AR Outlier,IQR Bounds,Flagged,AR: 1.51
Part 3,heinola_DJI_0038_frame45,AR Outlier,IQR Bounds,Flagged,AR: 1.76
Part 3,evoDJI_0009_frame179,AR Outlier,IQR Bounds,Flagged,AR: 1.77
Part 3,heinola_DJI_0029_frame198,AR Outlier,IQR Bounds,Flagged,AR: 1.54
Part 3,karkkila_DJI_0008_frame66,AR Outlier,IQR Bounds,Flagged,AR: 0.31
Part 3,heinola_DJI_0029_frame151,AR Outlier,IQR Bounds,Flagged,AR: 1.82
Part 3,heinola_DJI_0048_frame226,AR Outlier,IQR Bounds,Flagged,AR: 2.18
Part 3,karkkila_DJI_0007_frame122,AR Outlier,IQR Bounds,Flagged,AR: 0.28
Part 3,karkkila_DJI_0007_frame122,AR Outlier,IQR Bounds,Flagged,AR: 3.69
Part 3,karkkila_DJI_0007_frame122,AR Outlier,IQR Bounds,Flagged,AR: 2.13
Part 3,heinola_DJI_0048_frame224,AR Outlier,IQR Bounds,Flagged,AR: 2.27
Part 3,karkkila_DJI_0008_frame76,AR Outlier,IQR Bounds,Flagged,AR: 0.30
Part 3,evoDJI_0009_frame150,AR Outlier,IQR Bounds,Flagged,AR: 1.58
Part 3,heinola_DJI_0029_frame180,AR Outlier,IQR Bounds,Flagged,AR: 1.53
Part 3,evoDJI_0001_frame199,AR Outlier,IQR Bounds,Flagged,AR: 1.45
Part 3,evoDJI_0009_frame162,AR Outlier,IQR Bounds,Flagged,AR: 1.75
Part 3,evoDJI_0009_frame279,AR Outlier,IQR Bounds,Flagged,AR: 1.94
Part 3,evoDJI_0009_frame211,AR Outlier,IQR Bounds,Flagged,AR: 1.59
Part 3,heinola_DJI_0030_frame33,AR Outlier,IQR Bounds,Flagged,AR: 2.94
Part 3,ruokolahti_DJI_0089_frame94,AR Outlier,IQR Bounds,Flagged,AR: 3.84
Part 3,heinola_DJI_0048_frame230,AR Outlier,IQR Bounds,Flagged,AR: 1.83
Part 3,evoDJI_0009_frame198,AR Outlier,IQR Bounds,Flagged,AR: 1.79
Part 3,heinola_DJI_0030_frame37,AR Outlier,IQR Bounds,Flagged,AR: 2.12
Part 3,heinola_DJI_0030_frame62,AR Outlier,IQR Bounds,Flagged,AR: 2.33
Part 3,evoDJI_0007_frame36,AR Outlier,IQR Bounds,Flagged,AR: 1.53
Part 3,heinola_DJI_0030_frame30,AR Outlier,IQR Bounds,Flagged,AR: 3.26
Part 3,heinola_DJI_0029_frame182,AR Outlier,IQR Bounds,Flagged,AR: 1.64
Part 3,evoDJI_0007_frame152,AR Outlier,IQR Bounds,Flagged,AR: 1.87
Part 3,evoDJI_0001_frame207,AR Outlier,IQR Bounds,Flagged,AR: 1.64
Part 3,evoDJI_0009_frame133,AR Outlier,IQR Bounds,Flagged,AR: 1.79
Part 3,ruokolahti_DJI_0081_frame73,Area Outlier,Percentile Bounds,Flagged,Area: 0.9242
Part 3,evoDJI_0009_frame119,AR Outlier,IQR Bounds,Flagged,AR: 1.62
Part 3,evoDJI_0009_frame287,AR Outlier,IQR Bounds,Flagged,AR: 1.57
Part 3,evoDJI_0007_frame154,AR Outlier,IQR Bounds,Flagged,AR: 1.62
Part 3,heinola_DJI_0038_frame40,AR Outlier,IQR Bounds,Flagged,AR: 1.74
Part 3,evoDJI_0007_frame271,AR Outlier,IQR Bounds,Flagged,AR: 1.48
Part 3,evoDJI_0009_frame166,AR Outlier,IQR Bounds,Flagged,AR: 1.70
Part 3,heinola_DJI_0030_frame50,AR Outlier,IQR Bounds,Flagged,AR: 2.27
Part 3,evoDJI_0009_frame183,AR Outlier,IQR Bounds,Flagged,AR: 1.81
Part 3,evoDJI_0009_frame171,AR Outlier,IQR Bounds,Flagged,AR: 1.90
Part 3,evoDJI_0009_frame285,AR Outlier,IQR Bounds,Flagged,AR: 2.10
Part 3,evoDJI_0007_frame94,AR Outlier,IQR Bounds,Flagged,AR: 1.54
Part 3,heinola_DJI_0030_frame36,AR Outlier,IQR Bounds,Flagged,AR: 2.21
Part 3,karkkila_DJI_0020_frame109,Area Outlier,Percentile Bounds,Flagged,Area: 0.9359
Part 3,ruokolahti_DJI_0080_frame252,AR Outlier,IQR Bounds,Flagged,AR: 0.22
Part 3,heinola_DJI_0038_frame44,AR Outlier,IQR Bounds,Flagged,AR: 1.77
Part 3,karkkila_DJI_0020_frame111,Area Outlier,Percentile Bounds,Flagged,Area: 0.9646
Part 3,ruokolahti_DJI_0080_frame3,AR Outlier,IQR Bounds,Flagged,AR: 3.52
Part 3,ruokolahti_DJI_0081_frame57,Area Outlier,Percentile Bounds,Flagged,Area: 0.9563
Part 3,evoDJI_0007_frame263,AR Outlier,IQR Bounds,Flagged,AR: 1.51
Part 3,heinola_DJI_0030_frame64,AR Outlier,IQR Bounds,Flagged,AR: 2.39
Part 3,evoDJI_0009_frame118,AR Outlier,IQR Bounds,Flagged,AR: 1.54
Part 3,evoDJI_0009_frame165,AR Outlier,IQR Bounds,Flagged,AR: 1.67
Part 3,heinola_DJI_0030_frame35,AR Outlier,IQR Bounds,Flagged,AR: 2.34
Part 3,heinola_DJI_0048_frame229,AR Outlier,IQR Bounds,Flagged,AR: 2.34
Part 3,evoDJI_0009_frame139,AR Outlier,IQR Bounds,Flagged,AR: 1.83
Part 3,heinola_DJI_0025_frame181,AR Outlier,IQR Bounds,Flagged,AR: 1.46
Part 3,ruokolahti_DJI_0089_frame42,Area Outlier,Percentile Bounds,Flagged,Area: 0.9226
Part 3,heinola_DJI_0028_frame317,AR Outlier,IQR Bounds,Flagged,AR: 0.27
Part 3,heinola_DJI_0028_frame317,AR Outlier,IQR Bounds,Flagged,AR: 0.19
Part 3,karkkila_DJI_0020_frame86,Area Outlier,Percentile Bounds,Flagged,Area: 0.9704
Part 3,evoDJI_0007_frame253,AR Outlier,IQR Bounds,Flagged,AR: 1.48
Part 3,heinola_DJI_0030_frame71,AR Outlier,IQR Bounds,Flagged,AR: 1.69
Part 3,heinola_DJI_0028_frame30,AR Outlier,IQR Bounds,Flagged,AR: 1.48
Part 3,evoDJI_0001_frame2,AR Outlier,IQR Bounds,Flagged,AR: 1.70
Part 3,evoDJI_0007_frame98,AR Outlier,IQR Bounds,Flagged,AR: 1.51
Part 3,ruokolahti_DJI_0089_frame88,AR Outlier,IQR Bounds,Flagged,AR: 2.56
Part 3,evoDJI_0001_frame225,AR Outlier,IQR Bounds,Flagged,AR: 1.53
Part 3,karkkila_DJI_0006_frame95,AR Outlier,IQR Bounds,Flagged,AR: 2.27
Part 3,heinola_DJI_0030_frame55,AR Outlier,IQR Bounds,Flagged,AR: 2.20
Part 3,evoDJI_0001_frame229,AR Outlier,IQR Bounds,Flagged,AR: 1.47
Part 3,evoDJI_0009_frame158,AR Outlier,IQR Bounds,Flagged,AR: 1.82
Part 3,ruokolahti_DJI_0080_frame8,AR Outlier,IQR Bounds,Flagged,AR: 1.81
Part 3,karkkila_DJI_0020_frame107,Area Outlier,Percentile Bounds,Flagged,Area: 0.9300
Part 3,ruokolahti_DJI_0080_frame92,AR Outlier,IQR Bounds,Flagged,AR: 0.30
Part 3,ruokolahti_DJI_0080_frame92,AR Outlier,IQR Bounds,Flagged,AR: 0.30
Part 3,evoDJI_0009_frame154,AR Outlier,IQR Bounds,Flagged,AR: 2.27
Part 3,heinola_DJI_0029_frame187,AR Outlier,IQR Bounds,Flagged,AR: 1.63
Part 3,heinola_DJI_0030_frame48,AR Outlier,IQR Bounds,Flagged,AR: 2.31
Part 3,evoDJI_0007_frame219,AR Outlier,IQR Bounds,Flagged,AR: 1.59
Part 3,karkkila_DJI_0008_frame64,AR Outlier,IQR Bounds,Flagged,AR: 0.30
Part 3,evoDJI_0009_frame129,AR Outlier,IQR Bounds,Flagged,AR: 1.84
Part 3,heinola_DJI_0048_frame225,AR Outlier,IQR Bounds,Flagged,AR: 2.01
Part 3,evoDJI_0009_frame195,AR Outlier,IQR Bounds,Flagged,AR: 1.65
Part 3,evoDJI_0009_frame197,AR Outlier,IQR Bounds,Flagged,AR: 1.57
Part 3,evoDJI_0007_frame153,AR Outlier,IQR Bounds,Flagged,AR: 1.57
Part 3,evoDJI_0009_frame214,AR Outlier,IQR Bounds,Flagged,AR: 1.83
Part 3,evoDJI_0009_frame200,AR Outlier,IQR Bounds,Flagged,AR: 1.66
Part 3,evoDJI_0001_frame224,AR Outlier,IQR Bounds,Flagged,AR: 1.67
